id	rate
53035	1.404438148
48423	1.404223227
51550	1.39948926
51161	1.397952978
18089	1.397291055
06079	1.396291913
28049	1.395989738
51177	1.39075526
22055	1.38923754
06083	1.387368415
06095	1.38281688
20045	1.378975477
42133	1.378221924
12069	1.377948232
13073	1.377731205
37067	1.377060488
19169	1.3742301
12081	1.372260201
36093	1.369347198
29047	1.368472863
12033	1.366346715
19113	1.365346884
18063	1.364476609
27137	1.362950772
34031	1.353202229
39057	1.351126427
35049	1.349797227
12105	1.349064297
41039	1.348019709
06055	1.347474573
45063	1.341787756
22051	1.341763339
06077	1.339077011
06057	1.338445691
54039	1.332870492
50023	1.331622845
38017	1.328641138
53011	1.324029351
53005	1.322080454
37025	1.315796841
38015	1.315734465
48303	1.307742823
45013	1.306792772
12019	1.303587109
39017	1.301818574
41017	1.299127423
18105	1.297579915
42027	1.29687102
39055	1.294995927
44003	1.292804823
34041	1.292595258
06007	1.291844239
08067	1.291262665
39103	1.289928907
26055	1.288922258
46099	1.288417916
48033	1.287570996
12091	1.287512878
53073	1.285944922
20177	1.2837406
34001	1.282631366
39151	1.28234071
24041	1.281948591
48209	1.281022295
17163	1.279889537
48039	1.279114991
20161	1.271335152
36111	1.271043868
06099	1.270115455
36083	1.270111583
40027	1.268805481
37179	1.26807943
27145	1.263615608
37125	1.261774618
48041	1.255261254
21015	1.253120886
01101	1.252557813
37147	1.251549546
21117	1.249283884
06089	1.248970837
45051	1.248076336
25013	1.244550101
39045	1.242866733
02090	1.242217498
19163	1.242007622
48381	1.237411378
26089	1.232536415
33017	1.232145342
53055	1.231288945
29051	1.230902811
51121	1.230044032
42019	1.229921855
51710	1.229238342
46103	1.224704427
55035	1.224578221
26047	1.220571297
30111	1.220472616
36069	1.219995576
54061	1.217935482
08001	1.216907852
18127	1.212915782
49053	1.212293116
13059	1.210095403
39085	1.208257763
18173	1.207828395
49051	1.207393542
24045	1.206024204
06053	1.205955839
51630	1.205593751
42129	1.205567519
18157	1.204856718
22071	1.197781539
28033	1.193200485
42071	1.192363305
45091	1.192188093
01097	1.191741421
13051	1.18760832
23031	1.185261629
26111	1.184795342
47179	1.184753319
48141	1.184729398
31177	1.181747827
12113	1.181215644
17143	1.181112931
12085	1.180966274
18141	1.180852418
01003	1.180270829
55063	1.1800817
36007	1.179464253
13151	1.177034218
42089	1.176771144
20103	1.17605673
41029	1.175724394
15009	1.174549656
12015	1.174115593
36065	1.17213832
51760	1.171284953
25003	1.170718655
39025	1.169959773
51069	1.169658989
47149	1.169078208
10005	1.167636883
22017	1.166667674
04005	1.163091732
37037	1.162825506
48355	1.160421234
12083	1.159648393
51700	1.158396645
04025	1.157715414
48187	1.156779235
51775	1.156401432
38035	1.155492053
25011	1.149724937
48367	1.146377851
54011	1.145869987
26145	1.145192024
34009	1.143707229
51683	1.142078344
51680	1.140952601
26139	1.139832798
16055	1.138229402
17119	1.138049896
47189	1.137676356
13021	1.135210374
13153	1.134689275
24047	1.13386888
28071	1.132743366
36021	1.132634812
12005	1.132306744
47165	1.13149295
33001	1.130472545
28073	1.130321055
42125	1.126771117
56021	1.126063335
51023	1.125526021
42069	1.124062438
16019	1.123332011
55009	1.122249246
39093	1.121356731
36113	1.119961629
15007	1.117110588
13245	1.11678624
55087	1.116437725
10001	1.115502144
42011	1.114925072
45041	1.107429347
23019	1.107423997
47113	1.107153647
06029	1.105822537
05007	1.105111447
17077	1.10302412
55073	1.102143713
08123	1.096896228
33005	1.096568096
17201	1.094488198
39159	1.09297374
21037	1.092376909
15001	1.091153469
05143	1.091099479
20015	1.089198278
12061	1.088949229
01125	1.08432313
13223	1.083617476
01081	1.080247268
49057	1.078056997
13077	1.076232866
45083	1.075571237
41047	1.07394892
48309	1.069706054
24015	1.068281592
55059	1.06572004
36077	1.065664758
18043	1.065352934
48441	1.065026283
12111	1.064478767
51047	1.063716065
18005	1.062411618
22073	1.062385524
37189	1.060803037
29031	1.060660521
53057	1.06060272
56025	1.05936379
19061	1.058918579
48027	1.058677319
50017	1.058074707
23011	1.056068214
37051	1.055775319
12035	1.054958865
17179	1.052018665
20051	1.048570654
48139	1.048263489
26103	1.046676286
39089	1.046376207
20149	1.045745085
22079	1.045738135
23009	1.043834127
37049	1.043456631
38101	1.04297134
17161	1.042568484
13139	1.039599767
37029	1.038448563
48245	1.036517198
32510	1.035438025
51650	1.03539865
36063	1.035123354
19129	1.032435144
13127	1.032369505
30029	1.03202906
48215	1.030352252
27013	1.029944278
31165	1.028167743
31019	1.02547814
21239	1.025465551
18167	1.025206828
51840	1.023311132
13247	1.023061073
05125	1.022487476
48329	1.021081016
42079	1.020030598
05031	1.019845514
21227	1.016934505
26017	1.01667123
29099	1.016189371
16005	1.015782336
20087	1.013376414
21145	1.013264247
04003	1.012582851
12097	1.011509866
06023	1.010533432
55101	1.008520623
05045	1.008228816
48071	1.008090201
13097	1.000142701
53071	0.999541508
48221	0.996578255
37089	0.996500156
51073	0.992465734
50021	0.991873548
13215	0.988287078
48181	0.987625109
54069	0.985570502
24043	0.984552346
36015	0.983935782
23001	0.983568537
19013	0.983002909
36019	0.982903098
22015	0.98236822
21073	0.97922751
12053	0.977900468
27035	0.977163193
27147	0.977025163
09015	0.975309398
42007	0.974600216
27007	0.972164106
51149	0.97212969
30013	0.971906661
08101	0.971656886
17063	0.96984027
53009	0.969312203
01069	0.968813841
39133	0.968548466
21093	0.967019258
46013	0.967009819
48485	0.966468551
26021	0.964782466
37031	0.961447216
47125	0.958362804
17027	0.956320642
17199	0.956007349
40147	0.955918777
32029	0.95536439
55097	0.955122546
39099	0.955034531
28081	0.953297514
31117	0.952518094
41071	0.951829884
01051	0.950782532
28059	0.95042612
37097	0.949852067
17001	0.948338112
08111	0.947560693
37101	0.946530756
51770	0.940972588
40083	0.939738091
45003	0.93927334
50011	0.938651671
35013	0.938512639
12017	0.938088977
46093	0.93623095
01001	0.934919315
12119	0.934435403
40031	0.933176785
45015	0.932891649
46135	0.932688206
29029	0.932081177
47009	0.931995156
39003	0.929838367
47001	0.929345968
54107	0.929186034
47163	0.928073295
48451	0.927984553
36117	0.927555541
28047	0.925720338
42055	0.925264413
23013	0.924175375
34033	0.923981878
29161	0.923023707
51660	0.922165135
21059	0.921971742
19033	0.919038884
36045	0.918953053
06109	0.918390816
04015	0.914806551
17115	0.914526521
36089	0.914520139
26075	0.913816993
20079	0.913769068
22061	0.913754974
21211	0.912888409
48183	0.912668908
42075	0.911763286
37133	0.909642862
19155	0.908265587
13085	0.908090398
21151	0.904511379
37071	0.903855142
39063	0.900176283
18019	0.899038686
56037	0.898219868
26115	0.897877031
20155	0.897783871
18035	0.896815762
36105	0.896157416
26019	0.894613661
29003	0.894283528
54003	0.891030066
48251	0.890593201
20169	0.889820595
26147	0.88898778
31099	0.888914995
12131	0.888651865
13169	0.88787605
13297	0.887115663
36101	0.886662567
20197	0.885925342
55141	0.885047007
27067	0.884888551
29021	0.883427193
42013	0.882680442
17091	0.882407913
29027	0.881966794
55105	0.881795048
20113	0.881729002
39109	0.880144969
22019	0.878588388
05051	0.87784526
18029	0.877741693
24001	0.877403201
42001	0.876656516
45007	0.873392853
26073	0.871215998
06107	0.868388421
51033	0.868125558
26091	0.867929679
22063	0.867655357
26121	0.867596676
26029	0.866812361
21019	0.866306665
51740	0.865337711
13217	0.863328905
39043	0.86159769
06045	0.860764163
55117	0.858106651
06115	0.857261015
36011	0.856503873
37035	0.853987896
48173	0.852781638
37139	0.852344068
42081	0.852013827
47141	0.850595825
46029	0.850341805
13115	0.849470485
36013	0.848883689
45043	0.848441944
55033	0.84734475
20143	0.846962146
13291	0.846944905
28149	0.846672958
17049	0.846494116
28035	0.845104853
42021	0.843852508
20061	0.842453593
28075	0.841666174
27057	0.840977307
26087	0.840654415
39023	0.840629584
55085	0.840138551
37087	0.839784581
42119	0.838254416
51191	0.838010792
48037	0.836244969
26137	0.832773065
51015	0.831478322
51165	0.830676029
31119	0.830655899
31139	0.827754559
48469	0.825215294
42085	0.820891142
35045	0.820558167
31157	0.81892965
27021	0.818889722
29001	0.81878394
13227	0.818099557
37109	0.817832822
18095	0.81783048
17137	0.817401208
17141	0.81676848
29145	0.81657562
19193	0.815919684
18013	0.814747211
39083	0.814460402
13031	0.814050316
29097	0.813475545
17029	0.813328558
55039	0.81148423
17189	0.811458626
48021	0.811152036
26005	0.810535679
31167	0.809161694
36033	0.80793438
26033	0.805614716
54033	0.80418853
47119	0.803365527
42127	0.80076098
18067	0.800079796
53015	0.800044504
20115	0.799920266
48061	0.799062018
20209	0.798958913
26025	0.798139243
31111	0.797321798
37127	0.796487522
41035	0.795522959
26015	0.794694108
22115	0.793055524
26043	0.792813312
42073	0.792676154
48497	0.790756001
04027	0.78757686
41011	0.787381966
22105	0.784991833
51031	0.784937651
45073	0.78370502
45055	0.781855447
18177	0.781569474
01103	0.780390766
48231	0.780099056
55017	0.77903662
36075	0.777641876
21021	0.777318711
54049	0.776810936
39155	0.776401747
48203	0.776340295
19045	0.776032974
41033	0.775421148
18091	0.774953955
13015	0.774839356
29071	0.774585738
48375	0.774335383
37085	0.770729477
26007	0.769371952
21089	0.768823643
36009	0.765497788
39081	0.762680376
39167	0.761831672
35035	0.76177227
45085	0.761657531
42025	0.759405301
48417	0.759295328
37137	0.757697406
48059	0.757515314
39169	0.756456608
06015	0.754707958
39139	0.754302433
13045	0.754165609
16027	0.752280396
41019	0.75215053
40047	0.749577252
16083	0.749498682
47155	0.748010252
20159	0.747174762
42063	0.746808305
21049	0.746573059
51720	0.745708275
17177	0.744715545
27091	0.743500602
18159	0.742854669
42015	0.742777279
54081	0.742633213
18037	0.741623951
01055	0.741516711
17117	0.741361233
36017	0.741069664
42107	0.739796918
30003	0.739415269
53077	0.739249561
34011	0.738945927
37149	0.738377523
17171	0.737205098
17081	0.736877714
39119	0.735856106
40125	0.735434709
48347	0.733407667
17095	0.732827823
17103	0.732401372
47145	0.730689515
36057	0.730426955
48135	0.729060268
42037	0.726050131
39005	0.725186186
18053	0.725100187
40033	0.724606652
45057	0.724557694
13063	0.723681403
05005	0.722473628
05145	0.722148001
18161	0.720513099
18039	0.720216852
53041	0.7196265
37191	0.719020595
36025	0.718178738
54009	0.717364159
48473	0.717104255
19057	0.716942729
23003	0.716599857
48277	0.716329559
19171	0.715710727
36035	0.715431381
18179	0.715349543
48005	0.715229984
17181	0.71492763
31027	0.713150508
45047	0.71295007
40137	0.712466749
37167	0.710801157
17075	0.7100432
17195	0.7099434
04017	0.709861577
47011	0.709052434
22109	0.709023776
42039	0.706123082
19127	0.705678782
54055	0.705594651
21157	0.705051001
29173	0.703867123
39145	0.703267653
12055	0.702997957
12023	0.702321862
31079	0.698481313
29127	0.695617722
41059	0.694119657
28003	0.6931137
37105	0.692183646
48097	0.690488131
39013	0.689590449
37159	0.689028888
21101	0.688688018
21107	0.68862124
35005	0.688272153
53069	0.687070061
05069	0.685223413
40113	0.684949682
53027	0.683058487
17011	0.683020497
17173	0.682525898
22057	0.680608118
40101	0.68041107
01033	0.680024652
05053	0.678834298
01015	0.678769672
05115	0.678456863
21205	0.677483917
40121	0.677259515
29125	0.675888665
42117	0.673781006
51147	0.669107614
37045	0.667311543
26039	0.666713034
54029	0.664910035
48479	0.663465441
28087	0.663147577
13285	0.661369144
37195	0.660230127
37013	0.658130919
13275	0.656743657
48149	0.656356791
40019	0.656242992
47035	0.65610992
48459	0.654408899
22011	0.652887954
17187	0.652584158
47183	0.65217968
39117	0.650694869
48213	0.648532444
39141	0.647717054
51131	0.645892831
39039	0.645776473
17183	0.644283688
39053	0.64121119
42121	0.640587329
26057	0.639413364
42051	0.638501966
55069	0.63811259
54051	0.637579802
47031	0.637439753
26141	0.634634311
51053	0.634279532
41013	0.632806825
37023	0.632474613
54083	0.631928363
17121	0.631918924
13277	0.631339878
18021	0.631049837
21161	0.630484924
28067	0.625617887
06039	0.620928913
42033	0.619881871
01043	0.619096706
06031	0.616894726
39029	0.614695133
18069	0.614131424
48055	0.614114253
42111	0.613900194
13159	0.611766183
45075	0.611161693
21047	0.608833553
54025	0.608216037
51049	0.607002693
39157	0.606047735
48223	0.606028359
47051	0.604936967
26165	0.604255732
21125	0.604225202
13299	0.603360374
36049	0.602132745
06025	0.598574013
26063	0.597015771
13175	0.596909168
18099	0.595270223
05025	0.593692771
37047	0.590808141
54091	0.589501255
48321	0.588269624
48227	0.588034568
05023	0.587917564
26003	0.587673317
51185	0.587461111
21179	0.587426515
47127	0.584404748
29023	0.584244774
26129	0.583398139
26059	0.583288041
48089	0.582459937
01009	0.5794784
45031	0.577732124
53025	0.57732073
39007	0.576232165
37161	0.575553863
40085	0.575223468
37171	0.574872386
13255	0.574148444
37165	0.573282499
54099	0.572651624
18055	0.571354084
05059	0.569820542
51590	0.569729647
47045	0.568464626
48235	0.567977422
21195	0.567651705
51143	0.56757998
51029	0.565584658
29091	0.563239146
35025	0.561533105
40069	0.561522907
47079	0.560604806
21193	0.559326073
22097	0.558804608
01123	0.557076259
48001	0.554479307
28011	0.554269327
21083	0.554268804
39077	0.552631622
37107	0.552427851
22049	0.546964579
55075	0.546574545
26113	0.545638455
39059	0.54549548
29201	0.54536588
39101	0.545298782
39131	0.543620293
22037	0.54311441
29131	0.54206056
48253	0.5413596
13111	0.540464585
01095	0.539628401
47019	0.539305113
54067	0.539105701
37111	0.535726992
21103	0.534009047
06047	0.533600302
37157	0.533503049
19179	0.532300842
47063	0.531129537
39033	0.530155305
54041	0.530130861
51195	0.527215441
13279	0.526711401
02290	0.523562151
47159	0.520815127
39079	0.519741195
48481	0.519267453
26079	0.517050599
37103	0.516854789
48465	0.513908905
21009	0.512423873
28027	0.509444744
37181	0.508672178
47017	0.506814567
04001	0.504175354
39171	0.503280773
21119	0.499998832
13081	0.496307944
51730	0.495778581
05055	0.49270868
20057	0.490856352
28043	0.487699704
37193	0.486624943
51670	0.485664355
54045	0.485103014
37083	0.483496383
51105	0.481970238
12107	0.479940096
37163	0.478171025
47073	0.474941257
13131	0.474673659
47117	0.472613206
01019	0.46975643
55019	0.465285579
28083	0.463538735
45029	0.463324956
28115	0.459691048
42113	0.454757429
22099	0.451915464
37027	0.451406674
13129	0.449898129
13209	0.449745935
01121	0.448094011
29065	0.447767469
13313	0.445163726
54063	0.442022832
16053	0.44066027
05089	0.44024605
21133	0.43786161
47169	0.437196559
28015	0.437010595
29207	0.434450781
42087	0.432337541
21235	0.429818455
21115	0.428358147
45001	0.428163275
18009	0.424101724
13289	0.424047095
48455	0.420133491
01061	0.418260109
22101	0.412752717
47003	0.412396397
29143	0.411771957
01017	0.406592146
51167	0.405335546
51640	0.403902534
18149	0.401796879
13315	0.399615226
37065	0.395700339
13293	0.391796371
12093	0.389968265
54001	0.389095883
13071	0.385095486
28031	0.384082837
37003	0.379170694
28023	0.376807753
21061	0.376041278
29067	0.375096822
45025	0.370267656
22007	0.363561313
21013	0.362665839
22027	0.360540663
21043	0.355432453
22039	0.351718027
05127	0.350712014
45023	0.34980847
21095	0.349589534
21137	0.34693357
01047	0.341458601
51035	0.341181581
13107	0.340728257
01049	0.337685539
01037	0.323036155
45061	0.320032621
47133	0.318276194
13283	0.309773345
48323	0.301809367
01027	0.297527759
29181	0.295835941
51077	0.294504152
01105	0.287863819
05087	0.281095329
05079	0.281034806
21121	0.275549966
12051	0.266288631
05149	0.26328548
29149	0.261877288
47087	0.244623718
28135	0.233950108
21031	0.220406219
21063	0.216838262
45033	0.189786508
13055	0.164023573
21051	0.148118253
48229	0.115607285
28055	0.048615406
